"metric","adm_0_name","ISO_A0","od_region","m","point","lwr","upr","within_sd_log","between_sd_log"
"country_growth_since_emergence_min3_pct","COLOMBIA","COL","South America",50,4.49919464250392,2.1997803242461,6.85034396635795,0.0113521658980966,0
"country_growth_since_emergence_min3_pct","COOK ISLANDS","COK","Pacific Islands",50,-3.7123692107335,-9.57227004553731,2.52726511744703,0.0318083581005952,0.0037712688815127
"country_growth_since_emergence_min3_pct","COSTA RICA","CRI","North & Central America",50,1.62015062904175,-1.82411567648331,5.18525078765728,0.0175927928605714,0
"country_growth_since_emergence_min3_pct","COTE D'IVOIRE","CIV","Sub-Saharan Africa",50,35.3473103995167,5.18269408948324,74.1626280916372,0.128647957046867,0
"country_growth_since_emergence_min3_pct","CUBA","CUB","Caribbean",50,-0.893184974907846,-8.45701883361865,7.29561850914426,0.0405056456442322,0
"country_growth_since_emergence_min3_pct","CURACAO","CUW","Caribbean",50,-0.416003413238797,-11.4814910695098,12.0327544601936,0.0600979432098887,0
"country_growth_since_emergence_min3_pct","DOMINICA","DMA","Caribbean",50,8.3016531920104,1.12664398445996,15.9857345401962,0.0349734929629258,0
"country_growth_since_emergence_min3_pct","DOMINICAN REPUBLIC","DOM","Caribbean",50,6.94192024734637,3.88807117577403,10.0855389531644,0.0147818040022207,4.39831546686977e-06
"country_growth_since_emergence_min3_pct","ECUADOR","ECU","South America",50,4.82468032404932,2.14724305154899,7.57229736972822,0.0132012179599487,0
"country_growth_since_emergence_min3_pct","EGYPT","EGY","Europe, Middle East & North Africa",50,5.10655708305026,-31.2819632205332,60.7640273150746,0.21682181887733,0
"country_growth_since_emergence_min3_pct","EL SALVADOR","SLV","North & Central America",50,3.82934518012472,0.542954070748314,7.22315671118667,0.0164103014229044,0
"country_growth_since_emergence_min3_pct","ERITREA","ERI","Sub-Saharan Africa",50,-4.35411885815704,-13.3583787264975,5.58591177006653,0.050445987116647,0
"country_growth_since_emergence_min3_pct","ETHIOPIA","ETH","Sub-Saharan Africa",50,14.0635619907235,-23.4202721164846,69.89478199507,0.193991024710548,0.0600204149801237
"country_growth_since_emergence_min3_pct","FIJI","FJI","Pacific Islands",50,7.33600036759749,-1.70390410244168,17.2072692176889,0.0431876513125726,0.0120966502963553
"country_growth_since_emergence_min3_pct","FRANCE","FRA","Europe, Middle East & North Africa",50,49.1259745144406,30.2963722412989,70.6767110422498,0.0688684966599653,0
"country_growth_since_emergence_min3_pct","FRENCH GUIANA","GUF","South America",50,2.48231233933094,-2.96538524320741,8.23585345023467,0.0278691106399554,0
"country_growth_since_emergence_min3_pct","FRENCH POLYNESIA","PYF","Pacific Islands",50,-3.21583246974902,-13.7510566426579,8.60625904382508,0.054882457612206,0.0208293174799739
"country_growth_since_emergence_min3_pct","GABON","GAB","Sub-Saharan Africa",50,-31.4187488075988,-53.471974765721,1.08720478534416,0.197735105768067,0.00901524310496622
"country_growth_since_emergence_min3_pct","GHANA","GHA","Sub-Saharan Africa",50,139.098770956051,-61.7595393521265,1394.96688335195,0.935212388735306,0
"country_growth_since_emergence_min3_pct","GRENADA","GRD","Caribbean",50,14.3337541606529,10.2119615609648,18.6096967636093,0.0187332035421938,0
"country_growth_since_emergence_min3_pct","GUADELOUPE","GLP","Caribbean",50,8.12141362116929,-2.39017091734176,19.7649887650188,0.0521828975045758,0
"country_growth_since_emergence_min3_pct","GUAM","GUM","Pacific Islands",50,12.4850596483501,-66.0140007443233,272.29709060208,0.609978005848512,0.0285682781709931
"country_growth_since_emergence_min3_pct","GUATEMALA","GTM","North & Central America",50,10.5569824014677,5.07905938145552,16.3204774544788,0.0259280542695115,0
"country_growth_since_emergence_min3_pct","GUYANA","GUY","South America",50,49.901839856961,28.524903452252,74.8343005046485,0.078500418068607,0
"country_growth_since_emergence_min3_pct","HAITI","HTI","Caribbean",50,25.8985087463149,-5.60056199472411,67.9081447885323,0.146911360976172,0
"country_growth_since_emergence_min3_pct","HONDURAS","HND","North & Central America",50,5.11303989049485,1.71921652240234,8.62009689769305,0.0167452583251395,0
"country_growth_since_emergence_min3_pct","HONG KONG","HKG","East & Southeast Asia",50,-0.603880881557406,-13.7614413905127,14.5611505468825,0.0724481049841851,0
"country_growth_since_emergence_min3_pct","INDIA","IND","South Asia",50,13.0454598837854,6.07385550921904,20.4752663980039,0.0231758191071824,0.022260682308195
"country_growth_since_emergence_min3_pct","INDONESIA","IDN","East & Southeast Asia",50,3.71957738688369,2.04166764017968,5.42507763836082,0.00832140288730876,0
"country_growth_since_emergence_min3_pct","ITALY","ITA","Europe, Middle East & North Africa",50,236.483831233088,52.8906765922694,640.538083844296,0.402470132313191,0
